Laptop_name,price
"Acer Nitro 5 Gaming Laptop With 15.6-Inch Display, Core i7-12650H Processor/16GB RAM/512GB SSD/4GB NVIDIA GeForce RTX 3050 Graphics Card/DOS(No Windows) Arabic Obsidian Black ","3,560"
"HP VICTUS Roku 22C1 Laptop With 15.6-Inch Display, Core i5-12450H Processor/16GB RAM/512GB SSD/Windows 11 Home/4GB NVIDIA GeForce RTX 3050 Graphics Card English/Arabic Mica Silver ","2,599"
"Acer A315-510P-300P Laptop With 15.6-inch HD Display,Core i3-N305 Processor/4GB RAM/256GB SSD/DOS(Without Windows)/ English/Arabic Pure Silver ","1,089"
Microsoft Surface Pro9 13 Inch 12Th Gen Intel Core I7-1255U Processor 32GB RAM 1TB SSD Windows 11 Home English/Arabic Platinum ,"12,599"
"dynabook Satellite Pro L50-G-1LD Laptop With 15.6-Inch FHD Display, Core i7 Processor/8GB RAM/1 TB HDD+128GB SSD/Windows/4GB Nvidia GeForce MX250 English/Arabic Black Texture ","2,499"
"Apple New 2024 MacBook Air 13-inch Display, Apple M3 Chip 8-Core CPU 8-Core GPU Processor/8GB RAM/256GB SSD/Intel UHD Graphics/ English/Arabic Midnight ","4,899"
"HP Omen Laptop With 16-inch Display, Core i9-13900HX Processor/32GB RAM/1TB SSD/Windows 11/8GB Nvidia GeForce RTX 4070/ English/Arabic Shadow Black ","8,599"
"ASUS TUF Gaming FX507ZC4-HN321 Laptop With 15.6-Inch Display, Core i5-12500H Processor/8GB RAM/512GB SSD/4GB Nvidia Geforce RTX 3050 Graphics Card/DOS(Without Windows) English/Arabic Grey ","2,899"
"ASUS Vivobook 15 Go Laptop With 15.6-Inch Display, AMD Ryzen 5 5600H Processor/8GB RAM/512GB SSD/AMD Radeon Graphics/Windows 11 English/Arabic Green Gray ","1,709"
"Lenovo Yoga 7 Laptop With 14-Inch Display, Core i7 Processor/16GB RAM/512GB SSD/Windows 11/Intel Iris XE Graphics English/Arabic Storm Grey ","3,899"
"Microsoft Surface Go 2 Convertible 2 in 1  With 10.5-Inch Full HD Display, Intel Pentium Gold 4425Y Processor /4GB RAM/64GB Emmc/Windows 10 Pro/Intel UHD Graphics/ English/Arabic Platinum ","1,139"
"MSI Modern M15 Laptop With 15.6-Inch FHD Display, Core i5-1235U Processor/8GB RAM/512GB SSD/Intel Iris Xe Graphics/Windows 11 Home English/Arabic Black ","1,799"
"MSI Sword 15 A11UD Gaming Laptop With 15.6-Inch Full HD Display, 11th Gen Core i7-11800H Processor/8GB RAM/512GB SSD/4GB NVIDIA GeForce RTX 3050Ti Graphic Card/Windows 10 English White ","4,499"
"Apple 2023 MacBook Pro Laptop M3 Pro chip with 12‑core CPU, 18‑core GPU: 14.2-inch Liquid Retina XDR Display, 18GB Unified Memory, 1TB SSD Storage And Works with iPhone/iPad English/Arabic Space Black ","10,169"
"ASUS Vivobook 15 Go Laptop With 15.6-Inch Display, Core i3-N305 Processor/8GB RAM/512GB SSD/Intel Iris XE Graphics/Windows 11 English/Arabic Cool Silver ","1,369"
"Apple 2023 MacBook Pro Laptop M3 Pro chip with 11‑core CPU, 14‑core GPU: 14.2-inch Liquid Retina XDR Display, 18GB Unified Memory, 512GB SSD Storage And Works with iPhone/iPad English/Arabic Space Black ","8,189"
"Apple MacBook Air With 13.3-inch Retina Display, Core i5 Processor/10th Gen/macOS/8GB RAM/512 GB SSD/Intel Iris Plus Graphics With English Keyboard-2020 Gold English Gold ","3,599"
"Microsoft Renewed - Surface Pro 4 (2015) Laptop With 12.3-Inch Touchscreen Display,Intel Core i5 Processor/6th Gen/4GB RAM/128GB SSD/Intel HD Graphics 620 English Silver English Silver ","1,221"
"ASUS Vivobook Laptop With 16-Inch Display, Core i9-13900H Processor/8GB RAM/512GB SSD/Intel Iris XE Graphics/Windows 11 English/Arabic Indie Black ","2,869"
"Apple Renewed - Macbook Pro A1398 (2014) Laptop With 15.4-Inch Display, Intel Core i7 Processor/4th Gen/16GB RAM/512GB SSD/1.5GB Intel Iris Graphics English Silver ","2,177"
"Microsoft Surface Laptop Go 2 With 12.4-Inch Pixel Sense Display, Intel Core i5-1135G7 Processor/8GB RAM/256GB SSD/Intel Iris Xe Graphics/Windows 11 Home/ Arabic Platinum ","2,499"
"ASUS Vivobook-X1605VA-MB586 Laptop With 16-Inch Display, Core i9 13900H Processor/8GB RAM/512GB SSD/Intel UHD Graphics/DOS(Without Windows) English/Arabic Indie Black ","2,849"
"HP Dragonfly G4 Laptop With 13.5-inch WUXGA (1920x1280) IPS Display, Core i7-1355U Processor/32GB RAM/1TB SSD/Windows 11 Pro/Integrated Intel Iris Xe Graphics/ English/Arabic Slate blue ","6,999"
HP 15-dw3028nx Laptop With15.6 inch HD (1366x768) Display/Intel Core i5-1135G7/8GB RAM DDR4/256GB SSD/2 GB NVIDIA GeForce MX350 Graphics/DOS(Without windows)/ English/Arabic Grey ,"1,949"
"Lenovo Ideapad 1 Laptop With 14-Inch Display, Celeron N4020 Processor/4GB RAM/128GB SSD/Intel Iris XE Graphics/Windows 11 Home English/Arabic Cloud Grey ",849
"Acer Aspire 3 A315-56-5947 Laptop With 15.6 Inch Full HD Display, Core i5-1035G1 Processor/4GB RAM/1TB HDD/DOS(Without Windows)/Intel UHD Graphics English/Arabic Shale Black ","1,299"
"HP EliteBook 840 G8 Laptop With 14-Inch Display, Core i5 1135G7 Processor/8GB RAM/256GB SSD/Intel Iris XE Graphics/Windows 10 Pro/ Arabic Natural Silver ","2,498"
"Infinix GTBOOK Laptop With 16-Inch Display, Core i9-13900H Processor/32GB RAM/1TB SSD/6GB Nvidia Geforce RTX 4060 Graphics Card/Windows 11 Home With RGB Pad, RGB Headset & Gaming Mouse English/Arabic Gray ","5,399"
"Infinix GTBOOK Laptop With 16-Inch Display, Core i5-12450H Processor/16GB RAM/512GB SSD/6GB Nvidia Geforce RTX 3050 Graphics Card/Windows 11 Home With RGB Pad, RGB Headset & Gaming Mouse English/Arabic Mecha Gray ","2,999"
"ASUS VivoBook S14 Laptop With 14-inch Full HD Display, AMD Ryzen 5-4500U Processor/8GB RAM/512GB SSD/AMD Radeon Graphics/Windows 10/ Black ","2,399"
"Lenovo V15 G2 ALC Laptop With 15.6-Inch FHD Display, Ryzen5 5500U Processor/8GB RAM/256GB SSD/DOS(Without Windows)/AMD Radeon Graphics Card English/Arabic Black ","1,495"
"ASUS EXPERTBOOK B1400C Laptop With 14-Inch Display, Core i5-1135G7 Processor/8GB RAM/256GB SSD/2GB NVIDIA GeForce MX330 Graphics Card/Free Dos Arabic Star Black ","1,999"
"MSI GF63 Thin Gaming Laptop With 15.6-inch FHD (1920x1080) Display, Core i7 12650H Processor/16GB RAM/512GB SSD/Windows 11 Home/Nvidia GeForce RTX 2050 4GB/ English/Arabic Black ","2,889"
Apple MacBook Pro MK1E3 16-Inch Liquid Retina XDR Display Apple M1 Pro Chip With 10-Core CPU And 16-Core GPU/16GB RAM/512GB SSD/English And Arabic Keyboard Silver ,"8,199"
"Lenovo IdeaPad S145-15IGM Laptop (81MX002LAD), Intel Celeron N4000, 15.6"" HD, Intel UHD Graphics, 8Gb Ram, 256 M.2 + 1Tb Hdd, Win 10 Pro English/Arabic Black ","1,399"
"ASUS TUF Gaming A15 Laptop With 15.6-inch 144Hz Display, AMD Ryzen 9 Processor/16GB RAM/1TB SSD/Windows 11 Home/8GB Nvidia Geforce RTX 4070 8G Graphics Card/ English/Arabic Mecha Gray ","6,299"
"MSI Modern M14 Laptop With 14-Inch FHD Display, Core i3-1215U Processor/8GB RAM/256GB SSD/Intel UHD Graphics/DOS(Without Windows) English/Arabic Black ","1,249"
"ASUS X515EA-BR4332 Laptop With 15.6-inch HD Display, Intel Pentium Gold 7505 Processor/4GB RAM/512GB SSD/DOS(Without Windows)/Intel HD Graphics/ English/Arabic Silver ",999
"Lenovo IP S300 Laptop With 15.6-Inch Display, RYZEN 7 3700U Processer/8GB RAM/512GB SSD/DOS(Without Windows)/AMD Radeon RX Vega 10 Graphics Arabic Platinum Grey ","1,599"
"ASUS VivoBook Flip TP3402VA-LZ137W Laptop With 14-Inch Full HD Touch Display, Core i5-13500H Processor/8GB RAM/512GB SSD/Windows 11/Intel Iris Xe Graphics With Pen English/Arabic Silver ","2,840"
"MSI GF63 Thin Gaming Laptop With 15.6-inch FHD (1920x1080) Display, Core i7 12650H Processor/16GB RAM/1TB SSD/Windows 11 Home/Nvidia GeForce RTX 4050 6GB/ English/Arabic Black ","3,799"
"Lenovo ThinkBook 15 G2 ITL Laptop With 15.6-inch FHD (1920x1080) Display, Core i5-1135G7 Processor/8GB RAM DDR4/256GB SSD M.2/Windows 11 Pro/Integrated Intel Xe Graphics/ English/Arabic Mineral Grey ","2,499"
"HP 15-fd0020nx Laptop With 15.6-inch FHD (1920x1080) Display, Intel Core i5-1335U Processor/8GB RAM/512GB SSD M.2/DOS(Without Windows)/Intel Iris Xe Graphics/ English/Arabic Silver ","1,889"
"DELL Latitude 3520 Laptop With 15.6-Inch HD Display, Core i5-1135G7 Processor/ 8GB RAM/256GB SSD/DOS/Intel Iris Xe Graphics/Fingerprint Reader English/Arabic Black ","2,649"
Acer Spin 3 SP314 Convertible Notebook With 12th Gen Intel Core i5-1235U 10 Cores Upto 4.40GHz/8GB LPDDR4X RAM/512GB SSD Storage English/Arabic Pure Silver ,"1,999"
"Apple MacBook Air MLXY3 13-Inch Display : Apple M2 chip with 8-core CPU and 8-core GPU, 256GB- English Arabic Keyboard Silver ","5,199"
Microsoft Surface Pro9 13 Inch 12Th Gen Intel Core I5-1235U Processor 8GB RAM 256 SSD Windows 11 Home English/Arabic Forest ,"3,499"
"Microsoft Surface Laptop Go With 12.4-Inch PixelSense Display, Core i5 1035G1 Processer/8GB RAM/128GB SSD/Intel UHD Graphics/Windows 10 Home English/Arabic Platinum ","1,799"
"DELL Vostro 3520 Laptop With 15.6-Inch Display, Core i7-1255U Processor/8GB RAM/512GB SSD/2GB NVIDIA GeForce MX550 Graphics Card/Windows 11 Home English/Arabic Grey ","2,899"
"Lenovo Yoga Slim 6 Laptop With 14-Inch (1920x1200) OLED Display, Core i7-13700H Processor/16GB RAM/512GB SSD/Intel Iris XE Graphics/Windows 11 Home/ English Misty Grey ","3,419"
"Microsoft Surface Laptop Go, Core i5, 4GB RAM, 64GB ROM, UHD Graphic Card English/Arabic Platinum ","1,499"
"ASUS TUF Gaming Laptop With 15.6-inch Full HD 144Hz Display, AMD Ryzen7-6800H Processor/16GB RAM/512GB SSD/Nvidia GeForce RTX 3060 Graphics Card /DOS(Without Windows)/ English/Arabic Grey ","3,999"
"HP 250 G8 Laptop With 15.6-Inch Full HD Display, Core i7 Processor/8GB RAM/512GB SSD/DOS/Integrated Intel Iris Xe Graphics/DOS (Without Windows) /International Version English/Arabic Silver ","2,611"
"ASUS VivoBook GO 15 Laptop With 15.6-Inch Full HD Display, Core-i3-N305 Processor/8GB RAM/256GB SSD/Windows 11/Intel UHD Graphics Arabic Silver ","1,349"
"HP 250 G10 Laptop With 15.6-Inch Full HD Display, Core i5 1335U Processor/8GB RAM/512GB SSD/Intel Iris XE Graphics/DOS(Without Windows)/ English/Arabic Turbo Silver ","1,929"
"HUAWEI MateBook D 16 Laptop with 16-inch Eye Comfort FullView Display, Core i9-13900H Processor/16GB RAM /1TB SSD/Windows 11 Home/Intel Iris XE Graphics With Light and Metal Body And Nimble Numeric Keypad English/Arabic Mystic Silver ","3,699"
"Lenovo Legion Y900 16IRX9 Gaming Laptop With 16-Inch 3.2K (3200x2000) Mini LED Display, Core i9-14900HX Processor/64GB RAM/2TB SSD/Windows 11/16GB GeForce RTX 4090/ English/Arabic Carbon Black ","16,399"
Lenovo IdeaPad 3 15IIL05 81WE00VUAD Laptop 15.6-Inch HD Display / Intel Core i3-1005G1 Processor / Ram 8GB DDR4 / Storage 256 SSD / Windows 10 PRO / Integrated Intel UHD Graphics Red ,"1,449"
"Acer Aspire Lite AL14 Notebook With 14-Inch Display, Core i3-N300 Processor/8GB RAM/512GB SSD/Intel UHD Graphics/Windows 11 Home English/Arabic Silver ","1,349"
"Apple MacBook 12-Inch Display, Core i5 Processor/8GB RAM/512GB SSD/Integrated Graphics With Arabic/English Keyboard -  2017 Space Gray ","3,449"
"ASUS A3402WBAT-BA014W AIO With Touch Full HD 23.8-Inch Display, Core i7-1255U Processor/16GB RAM/1TB HDD+512GB SSD/Windows 11 Home/Intel UHD Graphics With Wireless Keyboard And Mouse English Black ","3,195"
"Apple 2023 Newest MacBook Pro MRW33 Laptop M3 Max chip with 14‑core CPU, 30‑core GPU: 16.2-inch Liquid Retina XDR Display, 36GB Unified Memory, 1TB SSD Storage And Works with iPhone/iPad English/Arabic Space Black ","15,299"
"HP Pavilion Laptop With 15.6-inch Display, Core i5 Processor/8GB RAM/512GB SSD/Windows 11/Intel Iris Xe Graphic Card English/Arabic Natural Silver ","2,474"
"MSI Cyborg 15 A12VF With 15.6-Inch Display, i7-12650H Processor / 16GB RAM / 1TB SSD/ Windows 11 Home / 8GB NVIDIA GeForce RTX 4060 Graphics / English Black ","4,499"
"Lenovo 15ITL05 Laptop With 15.6-Inch Display, Core i7–1165G7 Processer/8GB RAM/ 512GB SSD/NVIDIA GeForce MX450 Graphics Card English Graphite Grey ","2,279"
"HP Refurbished - Elitebook 840 G4 (2019) Laptop With 14-Inch Display,Intel Core i5 Processor/7th Gen/8GB RAM/256GB SSD/64MBâ€ŽIntel HD Graphics 620 English Silver English Silver ",970.55
"DELL Renewed - Latitude 7480 Laptop With 14-Inch Display, Intel Core i7 Processor/6th Gen/16GB RAM/256GB SSD/Intel HD Graphics English Black ","1,396"
"ASUS ExpertBook B1 Business B1400C Laptop, 14"" FHD Display, Core i5-1135G7, 8Gb Ram, 512Gb Ssd, 2GB Nvidia GeForce MX330 Graphics, Win 11 Pro English/Arabic Black ","2,299"
"ASUS Vivobook X1605XA - MB101 Laptop With 16-Inch FHD Display, AMD Ryzen 9 7940HS Processor/16GB RAM/512GB SSD/AMD Radeon Graphics/DOS(Without Windows) English/Arabic Silver ","2,399"
"Lenovo Yoga Slim 7 Pro X Laptop With 14.5-Inch 3K (3072x1920) IPS Display, Ryzen 7-6800HS Processor/16GB RAM/512GB SSD/Windows 11 Home/4GB NVIDIA GeForce GTX 1650/ English/Arabic Onyx Grey ","3,599"
"Microsoft Surface Pro 9 Convertible 2-In-1 Laptop With 13 Inch Display, Core i7-1255U Processor/16GB RAM/512GB SSD/Intel Iris XE Graphics/Windows 11 Pro/ English/Arabic Graphite ","7,499"
"HP VICTUS Laptop With 16.1-Inch Display, Core i7-13700H Processor/32GB RAM/1TB SSD/8GB NVIDIA GeForce RTX 4060 Graphics Card/Windows 11 Home English/Arabic Mica Silver ","5,799"
"Apple MacBook Air MLY03 13-Inch Display : Apple M2 chip with 8-core CPU and 10-core GPU, 512GB- English Arabic Keyboard Silver ","5,099"
"ASUS X1500EA-BQ3644 Vivobook Laptop With 15.6-inch FHD(1920x1080) Display, Core i3 -1115G4 Processor/4GB RAM/256GB SSD/DOS(Without Windows)/Intel HD Graphics/ English/Arabic Black ","1,149"
"HUAWEI MateBook D 16 Laptop with 16-inch Eye Comfort FullView Display, Core i5-13420H Processor/16GB RAM/1TB SSD/Windows 11 Home/Intel Iris XE Graphics With Light and Metal Body And Nimble Numeric Keypad English/Arabic Mystic Silver ","2,609"
"Lenovo ThinkPad 20VXS05M00 i7-10510U Processor, Ram 16Gb DDR4, Storage 512Gb Ssd, Display 14"" FHD IPS, Windows 10 Pro English/Arabic Black ","5,399"
"DELL Vostro 3520 Laptop With 15.6-inch FHD Display, Core i5-1235U Processor/8GB RAM/512GB SSD/DOS (Without Windows)/Intel Integrated Graphics/ English/Arabic Titan Grey ","1,839"
"Lenovo IdeaPad 1 15IAU7 Laptop With 15.6-Inch Display, Core i5 1235U Processor/8GB RAM/512GB SSD/Intel Iris XE Graphics/DOS (Without Windows) Arabic Cloud Grey ","1,790"
"ASUS EXPERTBOOK B1 Laptop With 14-inch Full HD Display, Intel Core i5-1335U Processor/8GB RAM/512GB SSD/DOS(Without Windows)/Intel UHD Graphics With Finger Print English/Arabic black ","2,099"
"Infinix GTBOOK Laptop With 16-Inch Display, Core i5-12450H Processor/16GB RAM/512GB SSD/6GB Nvidia Geforce RTX 3050 Graphics Card/Windows 11 Home With RGB Pad, RGB Headset & Gaming Mouse English/Arabic Mecha Gray ","2,999"
"Infinix GTBOOK Laptop With 16-Inch Display, Core i9-13900H Processor/32GB RAM/1TB SSD/6GB Nvidia Geforce RTX 4060 Graphics Card/Windows 11 Home With RGB Pad, RGB Headset & Gaming Mouse English/Arabic Gray ","5,399"
"ASUS ROG - STRIX Gaming G713 G7131E HX012 Laptop With 17.3-Inch Display, AMD Ryzen 7 4800H Processor/8GB RAM/512GB SSD/4GB NVIDIA RTX 3050 Graphics Card/DOS Arabic Grey ","3,975"
"ASUS VivoBook Laptop With 16-Inch WUXGA Display, Core i3-1215U Processor/8GB RAM/256GB SSD/Winodws 11/Intel UHD Graphics English/Arabic Transparent Silver ","1,549"
"ASUS Vivobook X1605VA-MB325 Laptop With 16-Inch FHD Display, Core i9-13900H Processor/16GB RAM/512GB SSD/Intel Iris Xe Graphics/DOS(Without Windows) English/Arabic Black ","2,972"
"Lenovo ThinkPad E16 Gen 1 Laptop With 16-inch (1920x1200) Display, Intel Core i5-1335U Processor/8GB RAM DDR4/256GB SSD/DOS(Without windows)/Intel Iris Xe Graphics/ English/Arabic Graphite Black ","3,250"
"Lenovo Renewed -  ThinkPad X250 Renewed Laptop With 12.5 inch Display,Intel Core i3-5th Generation CPU/8GB RAM/180GB SSD/Windows 10 English Black ",779.40
"Lenovo Renewed -  ThinkPad X250 Renewed Laptop With 12.5 inch Display,Intel Core i3-5th Generation CPU/8GB RAM/180GB SSD/Windows 10 English Black ",779.40
"Apple New 2024 MacBook Air 13-inch Display, Apple M3 Chip 8-Core CPU 10-Core GPU Processor/16GB RAM/512GB SSD/Intel UHD Graphics English/Arabic Midnight ","6,799"
"Acer Aspire 7 A715-76G-59M2 Laptop With 15.6-inch Full HD Display, Core i5-12450H Processor/8GB RAM/512GB SSD/DOS(Without Windows)/4GB Nvidia GeForce GTX 1650 Graphics/ English/Arabic Charcoal Black ","1,499"
"DELL Latitude 5430 Laptop With 14-Inch FHD Anti Glare Display, Core i7 Processor/16GB RAM/512GB SSD/DOS(Without Windows)/Intel Iris Xe Graphics English/Arabic Grey ","4,430"
"DELL Inspiron 14 7430 2-in-1 Laptop With 14-inch Touch (1920x1080) Display, Intel Core i7-1355U Processor/16GB RAM/512GB SSD M.2/Windows 11/Intel Iris Xe Graphics/ English/Arabic Platinum Silver ","3,649"
"Lenovo Renewed - ThinkPad X390 Laptop With 13.3-Inch Display,Intel Core i5 8th Gen/16GB RAM/512GB SSD/Windows 10 Professional English Black ","1,782"
"Lenovo IdeaPad 1 15IAU7 Laptop With 15.6-inch, Intel Core i7-1255U Processor/16GB RAM/512GB SSD/DOS(Without Windows)/Intel Iris Xe Graphics/ English/Arabic Cloud Grey ","2,309"
"Acer Renewed - Chromebook R11 Convertible 2-In-1 Laptop With 11.6-Inch Touchscreen Display With Google Play Store,Intel Celeron Processor/6th Gen/4GB RAM/16GB SSD/Integrated Graphics Black Black ",692
"Apple 2023 MacBook Pro Laptop M3 Pro chip with 12‑core CPU, 18‑core GPU: 14.2-inch Liquid Retina XDR Display, 18GB Unified Memory, 1TB SSD Storage And Works with iPhone/iPad English/Arabic Silver ","10,499"
"ASUS VivoBook Laptop With 16-Inch Display, Core i9-13900H Processor/16GB RAM/512GB SSD/Intel Iris XE Graphics/Windows 11 English Black ","2,749"
"Lenovo Ideapad 1 15IAU7 Laptop With 15.6-Inch FHD Display, Core i5 Processor/8GB RAM/256GB SSD/DOS(Without Windows)/Integrated Intel Iris Xe Graphics/ English/Arabic Cloud Grey ","1,612"
dynabook Toshiba dynabook SETELLITE PRO C50-K-13K  Core™ i5-1255U 8 GB 500 GB SSD Windows 11 Home ,"3,500"
"Apple 2023 MacBook Pro Laptop M3 Pro chip with 12‑core CPU, 18‑core GPU: 16.2-inch Liquid Retina XDR Display, 18GB Unified Memory, 512GB SSD Storage And Works with iPhone/iPad English/Arabic Space Black ","10,259"
"HP Renewed - EliteBook 840 G6 Laptop With 14 Inch FHD Display,Intel Core i7 16GB DDR4 RAM/8th Generation/512GB SSD Hard/Windows 10 Pro English Silver English Silver ","2,103"
"HP Omen Gaming Laptop With 16.1-Inch Display, Ryzen 7 Processor/16GB RAM/1TB SSD/Windows 11/4GB NVIDIA GeForce RTX 3050 Ti Black ","4,499"
"ASUS Vivobook S 14 Flip 2-In-1 Convertible Laptop With 14-Inch Touch WUXGA Processor,Ryzen-5-7530U Processor/8GB RAM/512GB SSD/Windows 11/AMD Radeon Graphics English/Arabic Cool Silver ","1,999"
"Apple MacBook Air MQKP3 15-Inch Display, Apple M2 Chip with 8-Core CPU And 10-Core GPU, 256GB SSD, English Arabic Keyboard Space Grey ","5,520"
"Lenovo Legion Go 8.8-Inch WQXGA (2560x1600) IPS Display, AMD Ryzen Z1 Extreme Processor/16GB RAM/1TB SSD/AMD Radeon Graphics/Windows 11 Home English Shadow Black ","3,299"
"HP Renewed - Chromebook x360 11 G1 EE touchscreen Laptop With 11.6-Inch Display, Celeron N3350 Processor/4GB RAM/32GB eMMC Flash Drive/Intel HD Graphics 500/Chrome OS English Grey ",610
"ASUS VivoBook 14 Flip Laptop With 14-Inch Touch Display, Core i7-12700H Processor/16GB RAM/512GB SSD/Windows 11/Intel Iris Xe Graphics With Pen English/Arabic Silver ","3,065"
"ASUS Vivobook 15 Laptop With 15.6-Inch FHD Display, Core i5 Processor/8GB RAM/512GB SSD/DOS/Intel Iris Xe Graphics English/Arabic Transparent Silver ","1,999"
"DELL Vostro 3510 Laptop With 15.6-inch HD (1366x768) Display, Intel Core i3-1115G4 Processor/4GB DDR4/256GB SSD/Intel UHD Graphics with shared graphics/Windows 11 Home/ English/Arabic Black ","1,299"
"HP Renewed - EliteBook 830 G5 2UP88AV Laptop With 13.3-Inch Display, Core i5 Processor/8GB RAM/128GB SSD/Intel HD Graphics 620 English Silver ","1,985"
"HP 15-fd0018nx Laptop With 15.6-inch Full HD (1920x1080) Display, Intel Core i7-1355U Processor/16GB RAM/512GB SSD/DOS(Without Windows)/Intel Iris Xe Graphics/ English/Arabic Silver ","2,604"
"Acer Nitro 5 AN515 Gaming Notebook With 15.6-Inch Display, Core i7-12650H Processor/16GB DDR4 RAM/512GB SSD/4GB NVIDIA GeForce RTX 3050 Graphics/Windows 11 Home English/Arabic Obsidian Black ","3,899"
HP Pavilion Plus Laptop With 14.2-inch Display/Core i7-1355U Processor/16GB RAM/512GB SSD/Windows 11/4GB Nvidia GeForce GTX Series English/Arabic Space Blue ,"3,699"
"HP 15-fd0021nx Laptop With 15.6 Inch Full HD Display, Intel Core i3-1315U Processor/4GB RAM DDR4/256GB SSD/DOS(Without Windows)/Intel UHD Graphics/ English/Arabic Natural Silver ","1,239"
"ASUS ROG Zephyrus G14 GA403UI-OLED7WPW Gaming Laptop With 14-Inch Display, AMD Ryzen 7-8840HS Processor/16GB RAM/1TB SSD/8GB NVIDIA GeForce RTX 4070 Graphics Card/Windows 11 Pro English/Arabic Platinum White ","7,249"
"HP Notebook 15s Laptop With 15.6-Inch Display, Core i5 Processor/8GB RAM/512GB SSD/Windows 11/3GB Intel Iris Xe Graphic Card English/Arabic Chalkboard Gray ","1,699"
"DELL Vostro 3520 Laptop With 15.6-Inch FHD Display, Core i3-1215U Processor/8GB RAM/512GB SSD/Intel UHD Graphics/DOS(Without Windows) English/Arabic Carbon Black ","1,399"
Acer Predator Helios Neo 16 PHN16 Gaming Notebook 13Th Gen Intel Core i9-13900HX 24 Cores Upto 5.40GHz/32GB DDR5 5600MHz RAM/1TB SED SSD Storage/8GB RTX4070 Graphics//Windows 11 Home English/Arabic Obsidian Black ,"7,399"
"Lenovo Legion Pro 5 16IRX9 Gaming Laptop With 16-Inch Display, Core i7-14700HX Processor/16GB RAM/1TB SSD/8GB Nvidia Geforce RTX 4060 Graphics Card/Windows 11 English/Arabic Onyx Grey ","6,349"
"Acer Predator Helios Neo Gaming Laptop With 16-Inch OHD Display, Core i9-14900HX Processor/32GB RAM/1TB SSD/8GB NVIDIA GeForce RTX 4070 Graphics Card/Windows 11 English/Arabic Grey ","7,899"
"Lenovo ThinkPad E16 Gen 1 Laptop With 16-inch (1920x1200) Display, Intel Core i5-1335U Processor/8GB RAM/512GB SSD/DOS(Without Windows)/Intel Iris Xe Graphics/ English/Arabic Graphite Black ","3,499"
"HP 15-fd0011nx Laptop With 15.6-inch Display, Core i3-1315U Processor/8GB RAM/256GB SSD/Windows 11/Intel UHD Graphics English/Arabic Moonlight Blue ","1,499"
"MSI CreatorPro Studio Laptop With 17-inch Quad HD Touch Display, Core i7-13700HX Processor/32GB RAM DDR5/2TB SSD/Windows 11 Pro/GeForce RTX2000 8GB/ English/Arabic Grey ","8,125"
"Apple MacBook Pro MNEH3 13-Inch Display : Apple M2 chip with 8-core CPU and 10-core GPU, 256GB SSD- English Arabic Keyboard Space Grey ","5,198"
"Lenovo Renewed - Thinkpad 260 YOGA Touchscreen Laptop With 12.5-Inch Display, Intel Core i5 Processor, 6th GEN/8GB RAM/256GB SSD/520 integrated Hd Graphics English black ","1,514"
"Lenovo IdeaPad 1 15IAU7 Laptop With 15.6-inch FHD (1920x1080) Display, Core i5-1235U Processor/8GB RAM DDR4/256GB SSD/DOS(Without Windows)/Intel Iris Xe Graphics/ English/Arabic Cloud Grey ","1,638"
"HP HP 240 G8 Laptop With 14-Inch Display, Core i5-1135G7 Processor/8GB RAM/256GB SSD/Intel Iris XE Graphics/DOS (Without Windows)/ English Black ","2,150"
"HP Spectre x360 Touch Laptop With 16-inch Display, Core i7-1360P Processor/32GB RAM/2TB SSD/Windows 11/Arc A370M Graphic Card English/Arabic Nightfall Black ","6,699"
DELL Vostro 15 3510 Laptop With 15.6 Inch FHD Display Intel Core I7-1165G7/8GB Ram/ 512 GB SSD/DOS (Without Windows)/Nvidia GeForce MX Series 350 2Gb English Carbon Black ,"2,999"
"Apple 2023 MacBook Pro Laptop M3 Pro chip with 11‑core CPU, 14‑core GPU: 14.2-inch Liquid Retina XDR Display, 18GB Unified Memory, 512GB SSD Storage And Works with iPhone/iPad English/Arabic Silver ","8,189"
"MSI Modern 15 Gaming Laptop With 15.6-Inch FHD Display, Core i9-13900H Processor/16GB RAM/1TB SSD/Intel Iris Xe Graphics/Windows 11 Home English/Arabic Black ","3,599"
"DELL Renewed- Chromebook 11 3180 Laptop With 11.6-Inch Display, Celeron N3060 Processor/2GB RAM/16GB eMMC Flash Drive/Intel HD Graphics 400 English Black ",441.15
"Infinix GTBOOK Laptop With 16-Inch Display, Core i5-12450H Processor/16GB RAM/512GB SSD/6GB Nvidia Geforce RTX 3050 Graphics Card/Windows 11 Home With RGB Pad, RGB Headset & Gaming Mouse English/Arabic Mecha Gray ","2,999"
"Infinix GTBOOK Laptop With 16-Inch Display, Core i9-13900H Processor/32GB RAM/1TB SSD/6GB Nvidia Geforce RTX 4060 Graphics Card/Windows 11 Home With RGB Pad, RGB Headset & Gaming Mouse English/Arabic Gray ","5,399"
"HP 15s-eq3006nx Laptop With 15.6-Inch FHD Display, AMD Ryzen 5 5625U Processor/8GB RAM/256GB SSD/AMD Radeon Graphics/Windows 11 Home English/Arabic Indigo blue ","1,999"
"Acer Aspire 3 Laptop With 15.6-Inch Display, Core i7-1165G7 Processor/8GB RAM/512GB SSD/Intel Iris XE Graphics/Windows 11 English/Arabic Silver ","1,995"
