Laptop_name,price
"HP Renewed - EliteBook 840 G6 Laptop With 14 Inch FHD Display, Intel Core i7 16GB DDR4 RAM/8th Generation/512GB SSD Hard/Windows 10 Pro English Silver ","1,986"
"Lenovo IdeaPad 1 Laptop With 14-Inch Display, Celeron N4020 Processor/4GB RAM/128GB SSD/Intel Iris XE Graphics/Windows 11 English/Arabic Cloud Grey ",759
"ASUS ASUS Expertbook B1 Laptop With 15.6-inch Full HD Display, Intel Core i7-1255U Processor/8GB DDR4 RAM/512GB/DOS(Without Windows)/Intel UHD Graphics With Finger Print English/Arabic Black ","2,299"
"Microsoft Surface 4 Laptop With 13.5-Inch Touch Screen Display, Ryzen 5 Processor/8GB RAM/256GB SSD/Windows 11/3GB AMD Radeon Integrated Graphic Card English/Arabic Platinum ","2,999"
"HP Renewed - Elitebook 840 G1 Laptop With 14-Inch Display, Intel Core i5 Processor/4th Gen/16GB RAM/1TB SSD/‎Intel HD Graphics 4400 English Black ","1,337"
"MSI Katana 17 Gaming Laptop With 17.3-Inch Display, Core i9-13900H Processor/32GB RAM/1TB SSD/8GB Nvidia GeForce RTX 4070 Graphics Card/Windows 11 Home English/Arabic Black ","8,169"
"Lenovo ThinkPad X1 Carbon Gen 11 Laptop With 14-Inch Display, Core i7-1355U Processor/32GB RAM/1TB SSD/Windows 11 Pro/Intel Iris Xe Graphics English/Arabic Black ","9,799"
Microsoft Surface Pro9 13 Inch 12Th Gen Intel Core i7-1255U Processor 16GB RAM 256 SSD Windows 11 Home English/Arabic Graphite ,"4,699"
"ASUS VivoBook Laptop With 16-inch Full HD Display, Intel Core i7-1255U Processor/16GB RAM/512GB SSD/Windows 11/Intel UHD Graphics/ English/Arabic Black ","2,749"
"Lenovo IdeaPad S3 Laptop With 14-inch FHD (1920x1080) Dsiplay, Intel Core I3-1305U Processor/8GB DDR5/256GB SSD/Windows 11/Intel UHD Graphics/ English/Arabic Arctic Grey ","1,599"
"Lenovo IdeaPad 3 15ALC6 Laptop With 15.6-Inch Full HD Display, AMD Ryzen 7 5700U Processor / 8GB RAM / 512GB SSD/ DOS(Without Windows) / AMD Radeon Graphics / Arabic Sand ","1,699"
"Lenovo IdeaPad 1 15IAU7 Laptop With 15.6-inch FHD (1920x1080) Display, Core i5-1235U Processor/8GB RAM DDR4/512GB SSD/DOS(Without Windows)/Intel Iris Xe Graphics/ English/Arabic Cloud Grey ","1,659"
"ASUS X415EA-EK616 Laptop With 14-inch FHD Display, Core i5 Processor/4GB RAM/256GB SSD/DOS(Without Windows)/Intel Iris Xe Graphics Card English/Arabic Slate Grey ","1,699"
"Lenovo ThinkPad X1 Carbon Gen10 Intel Core i7-1260P 16GB DDR5 512GB SSD Integrated Intel Iris Xe Graphics 14.0"" 2.8K OLED SDR 400nits/HDR 500nits, 100% DCI-P3, Fibocom L860-GL English/Arabic Black ","8,890"
"Lenovo V15 G4 IAH Laptop With 15.6-inch Full HD (1920x1080) display, Intel Core i5-12500H Processor/8GB RAM DDR4/512GB SSD/DOS(Without Windows)/Integrated Intel Iris Xe Graphics/ English/Arabic Business Black ","1,549"
"Lenovo Renewed - Thinkpad x230 (2012) Laptop With 12.3-Inch Display, Intel Core i5 Processor/3rd Gen/8GB RAM/128GB/Intel HD Graphics English Black ",897.05
"ASUS VIVOBOOK Go E510MA-BR940 Laptop With 15.6-Inch FHD Display, Celeron N4020 Processor/4GB RAM/512GB SSD/Intel UHD Graphics/DOS(Without Windows) English/Arabic Black ",845
"HP Renewed - EliteBook 840 G6 Laptop With 14 Inch FHD Display, Intel Core i7 16GB DDR4 RAM/8th Generation/512GB SSD Hard/Windows 10 Pro English Silver ","2,103"
"HP Pavilion x360 Convertible Laptop With 14-inch FHD (1920x1080) Display, Intel Core i3-1315U Processor/8GB RAM DDR4/256GB SSD/Windows 11/Intel UHD Graphics/ English/Arabic Natural Silver ","1,799"
"ASUS VivoBook Laptop With 16-Inch Display, Core i9-13900H Processor/8GB RAM/512GB SSD/Winodws 11/Intel UHD Graphics English/Arabic Indie Black ","2,899"
"Acer Aspire 3 A315 Notebook With 15.6-Inch Display, 12th Gen Intel Core i5-1235U 10 Cores Upto 4.40GHz/8GB DDR4 RAM/512GB SSD Storage/Intel Iris XE Graphics/Windows 11 Home English/Arabic Pure Silver ","1,799"
"Apple 2023 Newest MacBook Pro MRW23 Laptop M3 Pro chip with 12‑core CPU, 18‑core GPU: 16.2-inch Liquid Retina XDR Display, 36GB Unified Memory, 512GB SSD Storage And Works with iPhone/iPad English/Arabic Space Black ","13,299"
"Lenovo ThinkPad E16 Gen 1 (2023) Laptop With 16-Inch Display, Core i7-1355U Processor/16GB RAM/512GB SSD/Intel Iris Xe Graphics/Windows 11 Pro English/Arabic Graphite Black ","3,999"
"DELL Latitude 3420 Laptop With 14-Inch HD Display, Core i5-1135G7 Processor/8GB RAM/256GB SSD/DOS/Intel Iris Xe Graphics/Fingerprint Reader English/Arabic Black ","2,380"
"Lenovo Ideapad 3 15ALC6 Laptop With 15.6-Inch FHD Display, Ryzen 7-5700U Processor/8GB RAM/512GB SSD/DOS(Without Windows)/Integrated AMD Radeon Graphics English/Arabic Arctic Grey ","1,549"
"ASUS Vivobook X1502Z Laptop With 15.6-Inch FHD Display, Core i7-12700H Processor/8GB RAM/512GB SSD/Intel Iris Xe Graphics/Free Dos (Without Windows) English/Arabic Quiet Blue ","2,299"
"HP 255 G9 Laptop With 15.6-Inch Full HD Display, Ryzen 7-5825U Processor/16GB RAM/512GB SSD/DOS(Without Windows)/AMD Radeon Graphics English/Arabic Asteroid Silver ","2,137"
"HP PROBOOK 450 G8 Laptop With 15.6-Inch Display, Core i5-1135G7 Processor/8GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home English Silver ","2,299"
"Acer NX.ADDEM.011 Laptop With 15.6-inch FHD Display, Core i5-1135G7 Processor/8GB RAM/512GB SSD English/Arabic Pure Silver ","1,470"
"DELL Vostro 3520 Laptop With 15.6-Inch Display, Core i5-1235U Processor/8GB RAM/512GB SSD/2GB NVIDIA GeForce MX550 Graphics Card Windows 11 Home/ English/Arabic Grey ","2,299"
"DELL Latitude 7420 Laptop, Intel Core i7 1165G7, 16Gb Ram, M.2 512Gb, Windows 10 Pro, Integrated Iris Xe Graphics 14 FHD English/Arabic Black ","4,299"
"Apple 2023 MacBook Pro Laptop M3 Max chip with 14‑core CPU, 30‑core GPU: 16.2-inch Liquid Retina XDR Display, 36GB Unified Memory, 1TB SSD Storage And Works with iPhone/iPad English/Arabic Silver ","14,999"
"Infinix InBook Y1 Plus Laptop With 15.6-Inch FHD Display, Core i7 Processor/8GB RAM/512GB SSD/Intel UHD Graphics/Windows 11 Home English/Arabic Blue ","1,599"
"Acer Aspire 5 Notebook Laptop With 14-Inch FHD Display, Core i7-1355U Processor/16GB RAM/1TB SSD/Windows11/Intel Iris Xe Graphics English/Arabic Gray ","2,559"
"Lenovo LOQ 15IRX9 Laptop With 15.6-inch Full HD Dispay, Intel Core i7-13650HX Processor/16GB RAM DDR5/512GB SSD/DOS(Without Windows)/NVIDIA GeForce RTX 3050 6GB/ English/Arabic Luna Grey ","3,999"
"Lenovo Ideapad-3 15ADA05 With 15.6-Inch HD Display, AMD Athlon 3020E Processor/4GB Ram/1Tb HDD/DOS(Without Windows)/AMD Radeon Graphics/ English/Arabic Business Black ",859
"DELL Vostro 3520 Laptop With 15.6 inch Full HD Display, Intel Core i3-1215U Processor/8GB RAM/512GB SSD/Ubuntu/Intel UHD Graphics/ English BLACK ","1,349"
"Lenovo Legion Pro 7 16IRX9H Gaming Laptop With 16-Inch WQXGA (2560x1600) IPS Display, Core i9-14900HX Processor/32GB RAM/2TB SSD/Windows 11/16GB GeForce RTX 4090/ English/Arabic Black ","14,799"
"DELL Alienware M15 R7 With 15.6-Inch Display, Core i7-12700H Processor / 16GB RAM / 512GB SSD / 6GB NVIDIA GeForce RTX 3060 / W11 Home / English Dark Side Of The Moon ","8,399"
"DELL Inspiron 7430 2in1 Convertible Laptop With 14-inch FHD (1920 x 1200) Display, Intel Core i7-1335U Processor/16GB RAM/512GB SSD/VGA Shared Intel Iris Xe Graphics/Windows 11 Home/ English/Arabic Silver ","3,749"
"TECNO Megabook T1 Laptop With 14-inch Full HD Display, Intel Core i5-12450H Processor/16GB RAM/512GB SSD/Windows 11/Intel UHD Graphics With 14.8mm Ultra-Thin Design, 75Wh Massive Battery & 16:10 Wide Screen English/Arabic Moonshine Sliver ","2,199"
"HP 15-dw3029nx Laptop With 15.6-Inch Display, Core i5-1135G7 Processor/8GB RAM/256GB SSD/2GB NVIDIA GeForce MX350 Graphics/FreeDOS (Without Windows) English/Arabic Black ","2,199"
"Apple 2023 MacBook Pro MTL73 AB/A 14.2-Inch Display, M3 chip with 8‑core CPU, 10‑core GPU, 512GB SSD English/Arabic Space Grey ","6,999"
"ASUS VivoBook Laptop With 16-Inch Display, Ryzen 5-5625U Processor/8GB RAM/512GB SSD/Winodws 11/Intel UHD Graphics English/Arabic Tough Black ","1,899"
"Microsoft Renewed - Surface Pro 5 1796 (2017) Laptop With 12.3-inch Multi Touch Display, Intel Core i5 Processor/7th Gen/8GB RAM/256GB SSD/ Intel HD Integrated Graphics 620 English Silver ","2,103"
"Microsoft Renewed - Surface Pro 5 1796 (2017) Laptop With 12.3-inch Multi Touch Display, Intel Core i5 Processor/7th Gen/8GB RAM/256GB SSD/ Intel HD Integrated Graphics 620 English Silver ","2,103"
"DELL Renewed - Latitude 5270 (2016) Laptop With 12.5-Inch Display,Intel Core i5 Processor/6th Gen/8GB RAM/256GB SSD/Intel HD Graphics Black English Black English Black ",933.80
"Acer Aspire3 A315 58-57LP Laptop With 15.6-Inch FHD Display, Core i5 -1135G7 Processor/8GB RAM/512GB SSD/Intel Iris Xe Graphics/DOS(Without Windows) English/Arabic Silver ","1,649"
"Infinix GTBOOK Laptop With 16-Inch Display, Core i5-12450H Processor/16GB RAM/512GB SSD/6GB Nvidia Geforce RTX 3050 Graphics Card/Windows 11 Home With RGB Pad, RGB Headset & Gaming Mouse English/Arabic Mecha Gray ","2,999"
"Infinix GTBOOK Laptop With 16-Inch Display, Core i9-13900H Processor/32GB RAM/1TB SSD/6GB Nvidia Geforce RTX 4060 Graphics Card/Windows 11 Home With RGB Pad, RGB Headset & Gaming Mouse English/Arabic Gray ","5,399"
"ASUS Vivobook X1504ZA-NJ602 Laptop With 15.6-Inch Full HD Display, Core i7-1255U Processor/16GB RAM/512GB SSD/Intel UHD Graphics/DOS(Without Windows) English/Arabic Silver ","2,330"
"DELL Inspiron 3520 Laptop With 15.6-inch Full HD Display, Intel Core i5-1235U Processor/8GB RAM/256GB SSD/Windows 11 Home/Intel UHD Graphics/ English/Arabic Black ","1,899"
"Microsoft Surface Laptop 5 With 13.5-Inch PixelSense Display, 12th Gen Intel Core i7-1255U Processor / 16GB RAM / 512GB SSD / Intel Iris Xe Graphics / English/Arabic Matte Black ","5,699"
"ASUS Vivobook 16 X1605ZA-MB511 Laptop With 16-Inch Display, Core i5-1235U Processor/8GB RAM/512GB SSD/Intel Iris Xe Graphics/DOS(Without Windows) English/Arabic Black ","1,699"
"HP Envy x360 Laptop With 15.6-inch Display, Ryzen 7-7730U Processor/16GB RAM/1TB SSD/Windows 11/AMD Radeon Graphic Card English/Arabic Nightfall Black ","3,689"
"Lenovo IdeaPad 3 15ADA05 Laptop With 15.6-inch HD (1366x768) Display, AMD A4 3020E Processor/4GB RAM/1TB HDD/DOS(Without Windows)/AMD Radeon Graphics/ English/Arabic Abyss Blue ",949
"Lenovo IdeaPad 3 14IML05 Laptop With 14-Inch FHD (1920x1080) Display, Core i5 Processor/4GB RAM/1TB HDD/DOS(Without Windows)/Intel UHD Graphics English/Arabic Abyss Blue ","1,875"
Microsoft Surface Pro9 13 Inch 12Th Gen Intel Core I5-1235U Processor 8GB RAM 256 SSD Windows 11 Home English/Arabic Sapphire ,"3,499"
"Lenovo IdeaPad Gaming 3 Laptop With 15.6-Inch FHD IPS Display, Core i7-12650H Processor/16Gb Ram/512Gb SSD M.2/Windows 10 Pro /4Gb Nvidia GeForce RTX 3050 Graphics English/Arabic Grey ","3,899"
"HP Renewed - Chromebook G4 (2015) Laptop With 14-Inch Display, Intel Celeron Processor/2nd Gen/4GB RAM/16GB SSD/256MB Intel HD Graphics English Black ",485.25
"HP Renewed - Chromebook G4 (2015) Laptop With 14-Inch Display, Intel Celeron Processor/2nd Gen/4GB RAM/16GB SSD/256MB Intel HD Graphics English Black ",485
"Lenovo IdeaPad 1 15IAU7 Laptop With 15.6-Inch FHD Display, Core i7-1255U Processor/8GB RAM/512GB SSD/Windows 11/2GB Intel Iris XE Graphic Card English/Arabic Grey ","1,999"
"HP Refurbished - Elite X2 1012 G2 (2020) Convertible 2-in-1 Laptop With 12.3-Inch Touchscreen Display,Intel Core i5 Processor/7th Gen/8GB RAM/256GB SSD/Intel UHD Graphics 620 English Silver English Silver ","1,559"
"Lenovo Renewed - Thinkpad T440s (2014) Business Laptop With 14-Inch Display,Intel Core i5 Processor/4th Gen/8GB RAM/256GB SSD/Intel HD Graphics 4400 With Keyboard English/Arabic Black English/Arabic Black ",911
"Lenovo IdeaPad 3 15IAU7 Laptop With 15.6-inch FHD TN Display,Core i5-1235U Processor/8GB RAM/256GB SSD/DOS/Integrated Intel Iris Xe Graphics English/Arabic Abyss Blue ","1,697"
"Acer Predator Helios Neo 16 Laptop With 16-Inch Display, Core i7-13700HX Processor/16GB RAM/512GB SSD/8GB Nvidia Geforce 4060 Graphics Card/Windows 11 English/Arabic Black ","6,099"
"Lenovo IdeaPad S3 Laptop With 14-inch FHD (1920x1080) Display, Intel Core I5-1335U Processor/8GB RAM DDR5/512GB SSD/Windows 11/Intel Iris Xe Graphics/ English/Arabic Arctic Grey ","1,979"
"HP Probook 450 G8 Laptop With 15.6-Inch FHD TN Display, Core i7  Processor/8GB RAM/512GB SSD/DOS(Without Windows)/Intel Iris XE Graphics English/Arabic Silver ","2,999"
"ASUS Vivobook Go Laptop With 15.6-inch (1366x768) HD Display, Intel Celeron N4020 Processor/4GB RAM/512GB SSD/Intel UHD Graphics/DOS(Without Windows)/ English/Arabic Peacock Blue ",843
DELL inspiron G5 15 5511 15.6 inch Display  Intel Core i7 11800H 16GB  512GB SDD  NVIDIA GeForce RTX 3060 6GB - English/Arabic Grey ,"4,599"
"Lenovo Yoga 9 14IMH9 2-In-1 Convertible Laptop With 14-Inch WQUXGA OLED Display, Core-i9 Processor/16GB RAM/1TB SSD/Winodws 11/Integrated Intel Iris XE Graphic Card English/Arabic Luna Grey ","6,699"
"Lenovo IP S300 Laptop With 15.6-Inch Display,RYZEN 7 3700U Processer/8GB RAM/512GB SSD/DOS (Without Windows)/AMD Radeon RX Vega 10 Graphics Arabic Abyss Blue ","1,599"
"ASUS VivoBook Laptop With 15.6-Inch Display, Core i5-1235U Processor/8GB RAM/512GB SSD/Winodws 11/Intel UHD Graphics English/Arabic Quiet Blue ","1,699"
"Lenovo IdeaPad S300 14IRH8 Laptop With 14-inch Full HD Display, Core i7-13620H Processor/16GB RAM/512GB SSD/Windows 11/ Intel UHD Graphics/ Arctic Grey ","2,429"
"Acer Aspire 3 Laptop With 14-inch Display, Intel Core i3-N305 Processor/8GB RAM/128GB SSD/Windows11/ English/Arabic Silver ","1,449"
"Lenovo Renewed - Chromebook N23 (2018) Laptop With 11-Inch Display, Intel Celeron N3060 Processor/1st Gen/2GB RAM/16GB EMMC/Intel HD Graphics English Silver ",685.25
"DELL Renewed - 5490 Laptop With 14-Inch HD LED Display,Core i5-8265U/DDR4/Quad Core/8th Gen/8GB RAM/512 SSD/Windows 10 English/Arabic Black ","1,299"
"HP 15-fd0014nx Laptop With 15.6-inch Full HD Display, Intel Core i3-1315U Processor/8GB RAM DDR4/256GB SSD/Windows 11 Home/Intel UHD Graphics/ English/Arabic Natural Silver ","1,599"
"Apple MacBook Air MLY43 13-Inch Display : Apple M2 chip with 8-core CPU and 10-core GPU, 512GB- English Arabic Keyboard Midnight ","6,475"
"DELL Vostro 3515 Laptop With 15.6-inch Full HD Display, Ryzen 3 3250U Processor/4GB RAM/128GB SSD/DOS(Without Windows)/AMD Radeon R5/ English/Arabic Black ","1,599"
"Apple MacBook Air MLY13 13-Inch Display: Apple M2 chip with 8-core CPU and 8-core GPU, 256GB- English Arabic Keyboard Starlight ","3,779"
"ASUS TUF F15 FX507VV-I7161G Gaming Laptop With 15.6-Inch Display, Core i7-13620H Processor/16GB RAM/1TB SSD/8GB Nvidia Geforce RTX 4060 Graphics Card/Windows 11 Home English/Arabic Jaeger Gray ","4,449"
"HP Renewed - EliteBook 840 G6 Business Laptop With 14-Inch Display,Intel Core i5-8365U CPU, 8th Gen/16GB DDR4 RAM/512GB SSD Hard/Windows 10 Pro English Silver ","1,471"
"Apple 2023 MacBook Pro Laptop M3 chip with 8‑core CPU, 10‑core GPU: 14.2-inch Liquid Retina XDR Display, 8GB Unified Memory, 1TB SSD Storage And Works with iPhone/iPad English/Arabic Space Grey ","7,499"
"Lenovo Legion Slim 5 Laptop With 16-Inch Display, Core i7-13700H Processor/16GB RAM/1TB SSD/8GB NVIDIA GeForce RTX 4060 Graphics Card/Windows 11 English/Arabic Storm Grey ","5,999"
"ASUS 2021 ROG Strix G15 G513 Gaming Laptop With 15.6-Inch Display, AMD Ryzen 7 4800H Processor / 8GB RAM / 512GB SSD / 4GB NVIDIA GeForce RTX 3050 Graphics / W11 Home / English/Arabic Black ","4,199"
"ASUS G513RC-HN092 Gaming Laptop With 15.6-Inch FHD Display, Ryzen7 Processor/16GB RAM/512GB SSD/DOS/4GB NVIDIA GeForce RTX 3050 English/Arabic Eclipse Gray ","3,845"
"Apple Renewed - Macbook Air MQD32LL/A (2017) Laptop With 13.3-Inch Display, Core i5 Processor/5th Gen/8GB RAM/512GB SSD/1536MB Intel HD Graphics 6000 English Silver ","1,704"
"DELL Inspiron 7430 2in1 Convertible Laptop With 14 inch FHD (1920 x 1200) Display, Intel Core i5-1335U Processor/8GB RAM/512GB SSD/ VGA Shared Intel UHD Graphics/Windows 11 Home/ English/Arabic Silver ","2,799"
"Lenovo Renewed - L460 ThinkPad Laptop With 14-Inch HD Display,Intel Core i3-6th Gen Processor/8GB DDR3L RAM/256GB SSD/Windows 10 Pro English Black ",926.45
"HP 250 G10 Laptop With 15.6-inch FHD Display, Core i5-1335U Processor/8GB RAM DDR4/512GB SSD/DOS(Without Windows)/ English/Arabic Turbo Silver ","1,969"
"HUAWEI Matebook X pro 2023 Laptop With 14-Inch Display, Core i7-1360P Processor/16GB RAM/1TB SSD/Intel UHD Graphics/Windows 11 Home English/Arabic White ","5,799"
"Lenovo IdeaPad 1 15ALC7 Laptop With 15.6-inch FHD Display, AMD Ryzen 5-5500U Processor/4GB RAM/512GB SSD/Windows 11/Intel Iris XE English/Arabic Grey ","1,399"
"HP 15s-fq5037nx Laptop With 15.6-inch FHD (1920x1080) Display, Core i7-1255U Processor/8GB RAM/512GB SSD/DOS(Without Windows)/Intel Iris Xe Graphics English/Arabic Natural Silver ","2,899"
"HP 250 G10 Laptop With 15.6-Inch Full HD Display, Core i7– 1355U Procesor/16GB RAM/ 512GB SSD/Intel Iris XE Graphics/DOS(Without Windows)/ English/Arabic Turbo Silver ","2,615"
"Apple 2023 MacBook Pro Laptop M3 chip with 8‑core CPU, 10‑core GPU: 14.2-inch Liquid Retina XDR Display, 8GB Unified Memory, 1TB SSD Storage And Works with iPhone/iPad English/Arabic Silver ","7,599"
"DELL Latitude 3420 Laptop With 14-Inch HD Display, Core i7-1165G7 Processor/16GB RAM/1TB HDD + 256GB SSD/DOS/Intel Iris Xe Graphics/Fingerprint Reader English/Arabic Black ","3,949"
"HP Renewed - Chromebook 14 (2017) Laptop With 14-Inch Display, Intel Celeron Processor/1st Gen/2GB RAM/16GB Emmc/Intel HD Graphics 500 Silver English Silver ",485.25
"HP 15s-fq5022nx Laptop With 15.6-Inch FHD Display, Intel Core i3-1215U Processor/8GB RAM/256GB SSD/Intel UHD Graphics/Windows 11 Home in S mode/ English/Arabic Chalkboard Gray ","1,899"
"HP Pavilion Laptop With 15.6-Inch Display, Core i7-1360P Processor/16GB RAM/1TB SSD/Windows 11/Intel Iris Xe Graphics English/Arabic Fog Blue ","3,399"
"Infinix GTBOOK Laptop With 16-Inch Display, Core i5-12450H Processor/16GB RAM/512GB SSD/6GB Nvidia Geforce RTX 3050 Graphics Card/Windows 11 Home With RGB Pad, RGB Headset & Gaming Mouse English/Arabic Mecha Gray ","2,999"
"Infinix GTBOOK Laptop With 16-Inch Display, Core i9-13900H Processor/32GB RAM/1TB SSD/6GB Nvidia Geforce RTX 4060 Graphics Card/Windows 11 Home With RGB Pad, RGB Headset & Gaming Mouse English/Arabic Gray ","5,399"
"Lenovo ThinkPad E16 Gen 1 Laptop With 16-inch Display, Intel Core i7–1355U Processor/8GB RAM/512GB SSD/DOS(Without Window)/Intel Iris Xe Graphics/s)/ English/Arabic Graphite Black ","3,949"
"DELL G15 5530 15.6-Inch Display, Core i7-13650HX Processor/16GB RAM/512GB SSD/8GB GeForce RTX 4060 Graphic Card/Windows 11 English/Arabic Grey ","5,999"
"ASUS E510MA-BR698 Laptop With 15.6-inch, Celeron N4020 Processor/4GB RAM/256GB SSD/DOS(Without Windows)/ English/Arabic Blue ",809
"HP 16-s0002nx Victus Laptop With 16.1-inch FHD (1920x1080) Display, Ryzen 7-7840HS Processor/16GB RAM DDR5/1TB SSD/Windows 11/NVIDIA GeForce RTX 4050 6GB/ English/Arabic Mica Silver ","4,499"
"Lenovo Renewed - ThinkPad Yoga 11E X360 With 11.6-Inch Touch Screen Display,Intel Core i5-7th Generation/8GB RAM/256 GB SSD/Windows 10 English Black ","1,264"
"MSI Modern 15 (9S7-15H411-073) Laptop With 15.6-Inch Full HD Display, Core i7-13620H Processor/16GB RAM/1TB SSD/Intel Iris Xe Graphics/Windows 11 English/Arabic Black ","3,149"
"DELL Vostro 3520 Laptop With 15.6-inch FHD (1920x1080) Display, Core i5-1235U Processor/8GB RAM/512GB SSD/DOS(Without Windows)/Intel UHD Graphics/ English/Arabic black ","1,839"
"Lenovo Renewed - ThinkPad L490 Laptop With 14 inch Display,Intel Core i7 Processor/8th Generation/16GB RAM/256GB SSD/Windows 10 Pro English Black ","1,631"
"HUAWEI MateBook D 14 Laptop With 14-Inch Full HD Display, Core i7-1195G7 Processor/16GB RAM/512GB SSD/Windows 11 Home/Intel Iris Xe Graphics/ English/Arabic Mystic Silver ","2,099"
"HP 15-fd0029nx Laptop With 15.6-inch (1920x1090) HD Display, Intel Core i5-1334U Processor/8GB RAM DDR4/512GB SSD M.2/Windows 11 Home/Intel Iris Xe Graphics/ English/Arabic Natural Silver ","1,889"
"Lenovo Yoga Book 9 13IMU9 Laptop With 13.3-Inch Display, Core i7 Processor/32GB RAM/1TB SSD/Intel UHD Graphics/Windows 11 English/Arabic Tidal Teal ","8,699"
"Lenovo IdeaPad 1 15IAU7 Laptop With 15.6-inch Full HD Display, Intel Core i7-1255U Processor/8GB RAM/512GB SSD/DOS(Without Windows)/Intel Iris Xe Graphics/ English/Arabic Cloud Grey ","2,083"
"Lenovo IdeaPad S3 Laptop With  14-Inch FHD (1920x1080) Display, Intel Core I7-1355U Processor/16GB RAM DDR5/512GB SSD/Windows 11/Intel Iris Xe Graphics/ English/Arabic Arctic Grey ","2,899"
"Lenovo ThinkPad L14 Gen 2 Laptop With 14-inch Full HD (1920x2080) Display, Core i7-1165G7 Processor/16GB RAM DDR4/512GB SSD/Windows 10/Intel Iris Xe Graphics/ Black ","4,799"
"DELL Inspiron 15-3520 15.6-inch FHD (1920x1080) Display ,Core I5-1235u Processor/8GB RAM/512 SSD/ Windows 11/Intel UHD Graphics/ English/Arabic Platinum Silver ","2,550"
"Lenovo Yoga 7 14IML9 2-In-1 Convertible Laptop With 14-Inch 2.8K OLED Display, Core i7 Processor/16GB RAM/1TB SSD/Windows 11/Integrated Intel Iris XE English/Arabic Storm Grey ","4,949"
"Lenovo ThinkPad E14 Gen4 Laptop With 14-Inch Display, Core i7-1255U-Processor/16GB RAM/512GB SSD/Integrated Intel Iris Xe Graphics/Windows 11 English Black ","4,141"
"HP Envy Touch Laptop With 16-inch Display,Core i9 Processor/32GB RAM/1TB SSD/Windows 11/8GB Nvidia GeForce RTX 4060 English/Arabic Natural Silver ","8,999"
"Apple Renewed - Macbook Air A1466 With 13-Inch Full HD Display,Intel Core i5 Processor/4 GB RAM/4th Gen/128 GB SSD/Mac OS English/Arabic Silver English/Arabic Silver ","1,309"
"Lenovo Ideapad 3 15IAU7 Laptop With 15.6-inch Full HD Display, Core Intel i5-1235U Processor/8GB DDR4 RAM/256Gb SSD/DOS(Without Windows)/Intel Iris Xe Graphics/ English/Arabic Blue ","1,629"
HP 15-dw3030nx Laptop With 15.6 inch HD/Intel Core i5-1135G7/8GB RAM DDR4/256GB SSD/Intel Iris Xᵉ Graphics/DOS(Without Windows)/ English/Arabic Grey ,"1,898"
"Apple 2023 Newest MacBook Pro MRW73 Laptop M3 Max chip with 14‑core CPU, 30‑core GPU: 16.2-inch Liquid Retina XDR Display, 36GB Unified Memory, 1TB SSD Storage And Works with iPhone/iPad English/Arabic Silver ","15,697"
"DELL Renewed - 5400 Laptop With 14-Inch HD LED Display,Core i7-8265U/DDR4/Quad Core/8th Gen/8GB RAM/512 SSD/Windows 10 English/Arabic Black ","1,299"
"DELL Vostro 3510 Laptop with 15.6-inch FHD Display, Intel Core i5-1135G7/8GB RAM/1TB HDD/DOS (Without Windows)/Intel UHD Graphics/ English/Arabic Black ","2,279"
"Lenovo IdeaPad Slim 3 Laptop With 16-Inch WUXGA (1920x1200) IPS Display, Intel Core i5-12450H Processor/8GB RAM/512GB SDD M.2/DOS(Without Windows)/Intel UHD Graphics/ English/Arabic Arctic Grey ","1,708"
"DELL Renewed - Chromebook 3180 (2017) With 11.6-Inch Display, Intel Celeron N3060 Processor/6th Gen/2GB RAM/16GB SSD/Intel HD Graphics 400 English Black ",441.15
"MSI Katana A15 B8VF Gaming Laptop 15.6-Inch FHD Display, AMD Ryzen 9-8940H Processor/16GB RAM/512GB SSD/8GB Nvidia Geforce RTX 4060 Graphics Card/Windows 11 English/Arabic Black ","4,799"
"Acer Extensa 15 (EX215-54-54Z1) Laptop With 15.6-inch FHD IPS Display, Core i5 Processor/4GB RAM/256GB SSD/DOS(Without Windows)/Intel Iris Xe Graphics English/Arabic Charcoal Black ","1,430"
"MSI Modern 14 C7M Laptop With 14-Inch FHD Display, AMD Ryzen 7-7000 Processor/8GB RAM/512GB SSD/AMD Radeon Graphics/Windows 11 English/Arabic Urban Silver ","1,899"
"Apple MacBook Air MQKR3 15-Inch Display, Apple M2 Chip with 8-Core CPU And 10-Core GPU, 256GB SSD, English Arabic Keyboard Silver ","5,569"
"ASUS FA507XI-LP018 Laptop With 15.6-inch Display, Ryzen 9-7940HS Processor/16GB RAM/1TB SSD/DOS(Without Windows)/Nvidia GeForce RTX 4070 8GB/ English/Arabic Mecha Grey ","5,980"
"Lenovo IdeaPad 1 15IAU7 Laptop With 15.6-Inch FHD TN Anti-Glare Display, Core i7 Processor/8GB RAM/512GB SSD/DOS/Intel Iris Xe Graphics/Fingerprint Reader English/Arabic Cloud Grey ","2,375"
"Infinix InBook Y1 Plus Laptop With 15.6-Inch FHD Display, Core i7 Processor/8GB RAM/512GB SSD/Intel UHD Graphics/Windows 11 Home English/Arabic Silver ","1,599"
"TECNO Megabook T1 Laptop With Ryzen 7 5800U Processor/16GB RAM/1TB SSD/Windows 11/AMD Radeon R7 Graphics With 14.8mm ultra-thin design, 75Wh Massive Battery & Dual Heat Pipe Cooling System English/Arabic Space Grey ","2,399"
