,price,Category,Inch,Core,Processor,Ram,Memory,Opysys
382,"4,899",Acer,17.3-Inch,,-5800H,16GB,512GB SSD,Windows 11
383,"1,150",Lenovo,15.6-Inch,,,4GB,,
384,"3,849",ASUS,,,-6800H,16GB,512GB SSD,Windows 11
385,"3,999",Microsoft,13 Inch,Intel Core i5,-1235U,8GB,,Windows 11
386,"1,399",Lenovo,,,,,,
387,"4,141",Lenovo,14-Inch,Core i7,-1255U,16GB,512GB SSD,Windows 11
388,"3,999",Lenovo,,Intel Core i7,-13650H,16GB,512GB SSD,
389,"4,799",DELL,15.6 Inch,Intel Core i7,-13650H,16GB,512GB SSD,Windows 11
390,"6,999",Apple,14.2-Inch,,,512GB,512GB SSD,
391,"18,399",Apple,,,,48GB,1TB SSD,
392,"1,609",ASUS,16-Inch,Core i3,-1215U,8GB,256GB SSD,
393,"7,050",DELL,,,-1355U,,,
394,"4,049",MSI,15.6-Inch,Core i7,-13620H,16GB,512GB SSD,Windows 11
395,"4,099",MSI,,,,16GB,512GB SSD,
396,"16,499",MSI,17-Inch,Core i9,-14900H,64GB,2TB SSD,Windows 11
397,"2,876",HP,,Intel Core i7,-1355U,16GB,512GB SSD,
398,"2,799",HP,,Intel Core i5,-1334U,8GB,512GB SSD,Windows 11
399,"1,612",Lenovo,15.6-Inch,Core i5,,8GB,256GB SSD,
400,"3,999",ASUS,,,-6800H,16GB,512GB SSD,
401,"11,999",MSI,,Core i9,-13980H,16GB,1TB SSD,Windows 11
402,"3,899",Acer,15.6-Inch,Core i7,-12650H,16GB,512GB SSD,Windows 11
403,"15,999",Apple,,,,36GB,1TB SSD,
404,"6,399",HP,,Core i7,-13700H,16GB,1TB SSD,Windows 11
405,"4,099",MSI,,,,16GB,512GB SSD,
406,"3,399",MSI,,Core i7,-1280P,16GB,1TB SSD,Windows 11
407,"1,399",ASUS,15.6-Inch,,,4GB,128GB SSD,
408,"4,650",DELL,15.6-Inch,Core i7,-12700H,16GB,,
409,"2,649",DELL,15.6-Inch,Core i5,-1135G,8GB,256GB SSD,
410,"4,999",MSI,16-Inch,,-7735H,16GB,512GB SSD,Windows 11
411,"15,999",Apple,,,,36GB,1TB SSD,
412,"7,999",Lenovo,16-Inch,Core i7,-14700H,16GB,1TB SSD,Windows 11
413,"1,889",DELL,,Core i5,-1235U,8GB,512GB SSD,
414,"5,425",DELL,15.6-Inch,Core i7,-13650H,16GB,512GB SSD,
415,"3,599",Lenovo,14.5-Inch,,-6800H,16GB,512GB SSD,Windows 11
416,"3,998",Lenovo,,Core i7,-12650H,16GB,512GB SSD,
417,"3,890",ASUS,15.6-Inch,,-7735H,8GB,512GB SSD,Windows 11
418,"1,149",ASUS,,Core i3,-1115G,4GB,256GB SSD,
419,"4,634",ASUS,,,-7735H,16GB,1TB SSD,
420,"10,690",Apple,16-Inch,,,16GB,1TB SSD,
421,"3,699",Microsoft,13-Inch,Core i5,,8GB,256GB SSD,Windows 11
422,"11,874",HP,,Core i9,-13900H,32GB,1TB SSD,Windows 11
423,"1,799",HUAWEI,15.6-Inch,Core i3,,8GB,256GB SSD,Windows 11
424,"10,819",Apple,16-Inch,,,16GB,1TB SSD,
425,"12,890",MSI,,Core i9,-13980H,64GB,2TB SSD,Windows 11
426,"14,870",ASUS,,,-7945H,32GB,2TB SSD,
427,"2,949",ASUS,16-Inch,Core i9,-13900H,8GB,512GB SSD,
428,"2,599",ASUS,15.6-Inch,Core i7,-1255U,16GB,1TB SSD,
429,"5,799",HUAWEI,14-Inch,Core i7,-1360P,16GB,1TB SSD,Windows 11
430,"3,299",DELL,,Core i7,-1165G,8GB,512GB SSD,
431,"2,728",HP,15.6-Inch,Core i7,-1255U,8GB,512GB SSD,
432,"4,285",DELL,,Core i7,-13650H,16GB,,
433,"2,980",ASUS,16-Inch,Core i9,-13900H,16GB,512GB SSD,
434,"2,420",ASUS,16-Inch,,,16GB,512GB SSD,
435,"3,880",ASUS,14-Inch,Core i9,-13900H,16GB,1TB SSD,Windows 11
436,"9,695",Apple,16-Inch,,,16GB,512GB SSD,
437,"4,899",ASUS,14-Inch,,,16GB,1TB SSD,
438,"1,199",Acer,,Intel Core i3,-1215U,4GB,256GB SSD,
439,"5,499",HUAWEI,12.6-Inch,Core i7,,16GB,512GB SSD,Windows 11
440,"2,649",HP,,Intel Core i7,-1355U,8GB,512GB SSD,
441,"5,569",Apple,15-Inch,,,256GB,256GB SSD,
442,"4,430",DELL,14-Inch,Core i7,,16GB,512GB SSD,
443,"5,034",HP,,Core i7,-1355U,16GB,512GB SSD,Windows 11
444,"15,299",Apple,,,,36GB,1TB SSD,
445,"5,999",Apple,15-Inch,,,512GB,512GB SSD,
446,"6,149",Lenovo,,Intel Core i7,-14650H,16GB,512GB SSD,Windows 11
447,"1,430",Acer,,Core i5,,4GB,256GB SSD,
448,"7,499",Lenovo,,Intel Core i9,-13900H,32GB,1TB SSD,
449,"2,709",ASUS,,Core i7,-1355U,16GB,,
450,"6,490",Microsoft,13 Inch,Core i7,,16GB,256GB SSD,Windows 11
451,"6,499",Apple,15-Inch,,,512GB,512GB SSD,
452,"4,799",ASUS,15.6-Inch,Core i7,-13620H,16GB,1TB SSD,
453,"4,049",MSI,15.6-Inch,Core i7,-13620H,16GB,512GB SSD,Windows 11
454,"4,099",MSI,,,,16GB,512GB SSD,
455,"16,499",MSI,17-Inch,Core i9,-14900H,64GB,2TB SSD,Windows 11
456,"4,399",ASUS,,,-6800H,16GB,512GB SSD,
457,"1,449",Acer,,Intel Core i3,,8GB,128GB SSD,
458,"1,649",Lenovo,15.6-Inch,Core i5,-10210U,4GB,,
459,"5,899",Acer,15.6-Inch,Core i9,-12900H,16GB,512GB SSD,Windows 11
460,"2,699",ASUS,14-Inch,Core i3,-1215U,4GB,256GB SSD,
461,"5,425",DELL,15.6-Inch,Core i7,-13650H,16GB,512GB SSD,
462,"7,499",Apple,,,,8GB,1TB SSD,
463,"5,299",Acer,16-Inch,Core i7,-13700H,16GB,512GB SSD,Windows 11
464,"7,499",Microsoft,13 Inch,Core i7,-1255U,16GB,512GB SSD,Windows 11
465,"6,999",Lenovo,,Intel Core i7,-1355U,16GB,1TB SSD,Windows 11
466,"5,980",ASUS,,,-7940H,16GB,1TB SSD,
467,"4,299",DELL,15.6-Inch,Core i5,-13450H,16GB,512GB SSD,Windows 11
468,"8,125",MSI,,Core i7,-13700H,32GB,2TB SSD,Windows 11
469,"1,979",HP,,Core i5,-1335U,8GB,512GB SSD,
470,"5,999",Apple,,,,8GB,512GB SSD,
471,"4,849",Acer,,Core i7,-13620H,16GB,1TB SSD,
472,"3,999",Lenovo,,Intel Core i7,-13650H,16GB,512GB SSD,
473,"12,890",MSI,,Core i9,-13980H,64GB,2TB SSD,Windows 11
474,"3,999",ASUS,,,-6800H,16GB,512GB SSD,
475,"1,649",Acer,15.6-Inch,Core i5,-1135G,8GB,512GB SSD,
476,"5,400",Acer,,Core i9,,16GB,512GB SSD,
477,"8,499",ASUS,14-Inch,,-8840H,16GB,1TB SSD,Windows 11
478,"4,799",MSI,,Core i7,-13700H,16GB,1TB SSD,Windows 11
479,"1,649",ASUS,,Intel Core i5,-1135G,8GB,512GB SSD,
480,"4,789",DELL,,Core i7,,16GB,512GB SSD,
481,"1,399",Acer,15.6-Inch,Core i3,-1215U,8GB,256GB SSD,
482,"5,999",ASUS,15.6-Inch,,,16GB,1TB SSD,
483,"3,999",Lenovo,16-Inch,Core i7,-1355U,16GB,512GB SSD,Windows 11
484,"9,214",HP,,Core i7,-1360P,32GB,2TB SSD,Windows 11
485,"9,605",Microsoft,13 Inch,Intel Core i7,-1255U,16GB,1TB SSD,Windows 11
486,"4,299",Lenovo,13.3-Inch,,-7730U,16GB,512GB SSD,Windows 11
487,"6,399",HP,,,-7840H,32GB,1TB SSD,Windows 11
488,"5,770",DELL,15.6-Inch,Core i7,-13650H,16GB,1TB SSD,
489,"9,799",Lenovo,,Intel Core i7,-1355U,32GB,1TB SSD,Windows 11
490,"15,670",Apple,,,,36GB,1TB SSD,
491,999,ASUS,,,,4GB,,Windows 11
492,"3,880",ASUS,14-Inch,Core i9,-13900H,16GB,1TB SSD,Windows 11
493,"4,650",DELL,15.6-Inch,Core i7,-12700H,16GB,,
494,"3,699",Microsoft,13-Inch,Core i5,,8GB,256GB SSD,Windows 11
495,"4,999",Microsoft,13-Inch,Core i5,,8GB,256GB SSD,Windows 11
496,"3,899",MSI,14-Inch,Core i5,-13420H,8GB,512GB SSD,Windows 11
497,"2,199",Lenovo,,Intel Core i7,-1255U,8GB,512GB SSD,
498,"5,099",HP,,Core i7,-1355U,16GB,512GB SSD,
499,"2,699",ASUS,15.6-Inch,,,8GB,512GB SSD,Windows 11
500,"2,349",ASUS,15.6-Inch,Core i7,-1335U,8GB,512GB SSD,
501,"2,349",DELL,15.6-Inch,Core i5,-1135G,8GB,512GB SSD,
502,"2,279",DELL,,Intel Core i5,-1135G,8GB,,
503,"4,900",Acer,15.6-Inch,Core i7,,16GB,512GB SSD,
504,"4,599",Microsoft,13.5-Inch,Intel Core i5,-1235U,8GB,256GB SSD,
505,"10,999",HP,,Core i9,,32GB,1TB SSD,Windows 11
506,"2,249",DELL,14-Inch,Core i5,-1135G,8GB,256GB SSD,
507,"1,999",HP,15.6-Inch,,,8GB,256GB SSD,Windows 11
508,"3,999",Lenovo,14-Inch,Core i7,,8GB,512GB SSD,
509,"6,199",Lenovo,,Intel Core i7,-13700H,16GB,1TB SSD,Windows 11
510,"2,290",HP,14-Inch,Core i5,-1235U,8GB,256GB SSD,
511,"2,600",Lenovo,14-Inch,,-5825U,8GB,512GB SSD,Windows 11
512,"2,549",ASUS,15.6-Inch,Core i7,-1355U,16GB,512GB SSD,
513,"7,499",Microsoft,13 Inch,Core i7,-1255U,16GB,512GB SSD,Windows 11
514,"6,490",Microsoft,13 Inch,Core i7,,16GB,256GB SSD,Windows 11
515,"1,999",ASUS,15.6-Inch,Core i5,,8GB,512GB SSD,
516,"10,999",HP,17.3-Inch,Core i7,-12700H,32GB,1TB SSD,Windows 11
517,"5,319",HP,,Core i7,-1355U,16GB,1TB SSD,Windows 11
518,"1,699",ASUS,,Core i5,,4GB,256GB SSD,
519,"2,849",ASUS,16-Inch,Core i9,,8GB,512GB SSD,
520,"3,499",Microsoft,12.4-Inch,Core i5,-1235U,8GB,256GB SSD,Windows 11
521,"5,599",Lenovo,15.6-Inch,Core i7,-13650H,16GB,512GB SSD,Windows 11
522,"2,299",ASUS,,Intel Core i7,-1255U,8GB,,
523,"11,399",HP,,Core i7,-13700H,32GB,1TB SSD,Windows 11
524,"2,799",HP,,,-5825U,16GB,512GB SSD,
525,"10,999",Microsoft,14.4-Inch,Core i7,,16GB,512GB SSD,Windows 11
526,"2,799",Lenovo,,,-1335U,8GB,512GB SSD,Windows 11
527,"5,999",Apple,,,,8GB,265GB SSD,
528,"2,699",ASUS,15.6-Inch,Core i7,-1165G,8GB,512GB SSD,Windows 11
529,"4,549",Microsoft,13.5-Inch,Intel Core i5,-1235U,8GB,512GB SSD,
530,"6,999",Lenovo,14.5 Inch,Intel Core i7,-13700H,16GB,1TB SSD,Windows 11
531,"3,999",Lenovo,,Intel Core i7,-13650H,16GB,512GB SSD,
532,"12,890",MSI,,Core i9,-13980H,64GB,2TB SSD,Windows 11
533,"3,999",ASUS,,,-6800H,16GB,512GB SSD,
534,"17,999",Apple,,,,48GB,1TB SSD,
535,"2,299",HP,,Intel Core i5,-1235U,8GB,512GB SSD,
536,"2,289",Lenovo,15.6-Inch,Core i7,-1255U,8GB,512GB SSD,
537,"4,599",Microsoft,13.5-Inch,Intel Core i5,-1235U,8GB,512GB SSD,
538,"2,599",ASUS,14-Inch,,,8GB,256GB SSD,Windows 11
539,"1,799",Lenovo,,Core i5,-1235U,8GB,512GB SSD,
540,"6,899",Apple,,,,8GB,512GB SSD,
541,"2,479",Lenovo,15.6-Inch,Intel Core i7,-1165G,,,
542,"2,599",ASUS,16 Inch,Intel Core i5,-1235U,8GB,512GB SSD,Windows 11
543,"1,599",DELL,,,,4GB,128GB SSD,
544,"3,999",Lenovo,,,-1355U,16GB,512GB SSD,Windows 11
545,"4,299",HP,15.6-Inch,Core i7,-1360P,16GB,1TB SSD,Windows 11
546,"6,899",Apple,,,,8GB,512GB SSD,
547,"2,299",Acer,15.6-Inch,Core i5,,8GB,512GB SSD,
548,"6,499",Lenovo,,Core i7,-1355U,16GB,512GB SSD,Windows 10
549,"6,899",Apple,,,,8GB,512GB SSD,
550,"1,899",ASUS,,Intel Core i5,-1235U,8GB,512GB SSD,
551,"3,880",ASUS,14-Inch,Core i9,-13900H,16GB,1TB SSD,Windows 11
552,"4,650",DELL,15.6-Inch,Core i7,-12700H,16GB,,
553,"3,699",Microsoft,13-Inch,Core i5,,8GB,256GB SSD,Windows 11
554,"5,999",Apple,,,,8GB,265GB SSD,
555,"6,999",HP,,Core i7,,32GB,1TB SSD,Windows 11
556,"3,899",Lenovo,14-Inch,Core i7,-1255U,16GB,512GB SSD,
557,"8,999",HP,,Core i7,-13700H,32GB,1TB SSD,Windows 11
558,"1,849",ASUS,15.6-Inch,,-1335U,8GB,512GB SSD,
559,"6,199",Microsoft,13.5-Inch,Intel Core i7,-1255U,16GB,512GB SSD,
560,"9,299",Apple,14.2-Inch,,,512GB,512GB SSD,
561,"2,099",Lenovo,15.6-Inch,Core i3,-1215U,8GB,512GB SSD,Windows 11
562,"2,099",ASUS,,Intel Core i5,-1335U,8GB,512GB SSD,
563,"3,499",DELL,,Core i7,,8GB,512GB SSD,
564,"8,699",Lenovo,14-Inch,Core i7,-1355U,16GB,512GB SSD,Windows 11
565,"8,999",Microsoft,14.4-Inch,Core i7,,16GB,512GB SSD,Windows 11
566,"4,179",Lenovo,15.6-Inch,Core i7,,8GB,512GB SSD,
567,"5,789",DELL,,Core i7,-13650H,16GB,,
568,"9,299",Apple,,,,18GB,512GB SSD,
569,"2,499",ASUS,15.6-Inch,Core i7,-1355U,8GB,1TB SSD,
570,"9,700",Apple,,,,16GB,512GB SSD,
571,"2,549",ASUS,15.6-Inch,Core i7,-1355U,16GB,512GB SSD,
572,"7,499",Microsoft,13 Inch,Core i7,-1255U,16GB,512GB SSD,Windows 11
573,"6,490",Microsoft,13 Inch,Core i7,,16GB,256GB SSD,Windows 11
574,"2,480",HP,14-Inch,,-5625U,8GB,256GB SSD,Windows 11
575,"4,197",Lenovo,14-Inch,Core i7,,8GB,512GB SSD,
576,"4,799",DELL,,Core i7,-1355U,16GB,,
577,"4,949",DELL,,Core i7,,16GB,512GB SSD,
578,"3,499",Lenovo,14-Inch,Core i5,,8GB,512GB SSD,
579,"2,699",Lenovo,15.6-Inch,Core i5,-1235U,8GB,512GB SSD,Windows 11
580,"3,155",Lenovo,15.6-Inch,Core i5,,8GB,256GB SSD,
581,"3,849",DELL,,Core i7,,8GB,512GB SSD,
582,"2,899",HP,15.6-Inch,Core i5,,8GB,512GB SSD,Windows 11
583,"3,700",HP,,Intel Core i7,-1255U,16GB,512GB SSD,
584,"7,899",Apple,,,,16GB,512GB SSD,
585,"3,799",HP,15.6-Inch,Core i7,,16GB,512GB SSD,Windows 11
586,"2,839",DELL,,Core i5,,8GB,256GB SSD,
587,"2,299",ASUS,15.6-Inch,Core i7,-12700H,8GB,512GB SSD,
588,"2,895",Lenovo,14-Inch,Core i5,-1135G,8GB,256GB SSD,Windows 10
589,"4,430",Lenovo,14-Inch,Core i7,-1255U,16GB,512GB SSD,Windows 11
590,"4,799",ASUS,15.6-Inch,Core i7,-13620H,16GB,1TB SSD,
591,"1,638",Lenovo,,Core i5,-1235U,8GB,256GB SSD,
592,"1,799",MSI,15.6-Inch,Core i5,-1235U,8GB,512GB SSD,Windows 11
593,"3,799",Lenovo,,Intel Core i7,-1355U,8GB,,
594,"4,199",Lenovo,15.6-Inch,Core i7,-1255U,16GB,512GB SSD,Windows 11
595,"13,299",Apple,,,,36GB,512GB SSD,
596,"3,799",Lenovo,,Intel Core i7,-1355U,8GB,512GB SSD,
597,"3,799",Microsoft,14.4-Inch,Core i5,,16GB,256GB SSD,
598,"13,299",Apple,,,,36GB,512GB SSD,
599,"1,799",Microsoft,12.4-Inch,Core i5,,8GB,128GB SSD,Windows 10
600,"3,399",DELL,,Core i7,,8GB,512GB SSD,
601,"4,099",Lenovo,,Core i7,-1255U,8GB,512GB SSD,Windows 11
602,"2,869",DELL,,Core i5,,8GB,256GB SSD,
603,"5,899",Microsoft,13.5-Inch,Core i5,,8GB,512GB SSD,Windows 11
604,"4,339",Lenovo,,Core i7,-1255U,8GB,512GB SSD,Windows 11
605,"6,999",Lenovo,14-Inch,Core i5,-1235U,8GB,256GB SSD,
606,"1,749",Lenovo,15.6-Inch,Core i5,-10210U,8GB,,
607,"2,899",HP,15.6-Inch,Core i5,-1235U,8GB,256GB SSD,
608,"2,599",HP,15.6-Inch,,,8GB,256GB SSD,
609,"2,199",HP,,,-5600U,8GB,256GB SSD,
610,"2,099",HUAWEI,,Core i5,-12450H,8GB,512GB SSD,Windows 11
611,"2,329",Lenovo,,Intel Core i7,-1255U,16GB,512GB SSD,
612,"1,849",DELL,,Core i5,-1235U,8GB,512GB SSD,
613,"3,389",Lenovo,,Intel Core i5,-1335U,8GB,512GB SSD,
614,"3,099",Lenovo,,Intel Core i5,-1335U,8GB,256GB SSD,
615,"3,238",Lenovo,,Intel Core i5,-1335U,8GB,512GB SSD,
616,"1,099",ASUS,11.6-Inch,,,4GB,128GB SSD,Windows 11
617,"3,799",DELL,,Intel Core i7,-1165G,8GB,512GB SSD,Windows 10
618,"3,099",Lenovo,,Intel Core i5,-1335U,8GB,256GB SSD,
619,"5,000",ASUS,,Intel Core i7,,16GB,1TB SSD,
620,"3,175",Lenovo,,Core i5,-1235U,8GB,256GB SSD,
621,"7,999",Lenovo,14-Inch,Core i7,-1255U,16GB,512GB SSD,
622,"3,649",Lenovo,14.0 Inch,,-1255U,8GB,512GB SSD,
623,"2,049",Acer,15.6-Inch,Core i5,,8GB,,
624,"3,899",Lenovo,15.6-Inch,Core i5,-13420H,16GB,512GB SSD,Windows 11
625,"5,499",ASUS,15.6-Inch,Core i7,-13620H,16GB,1TB SSD,Windows 11
626,"3,499",Lenovo,,Intel Core i5,-1335U,8GB,512GB SSD,
627,"7,999",Microsoft,13 Inch,Core i7,,16GB,512GB SSD,Windows 11
628,"4,599",Lenovo,,Intel Core i7,-1355U,8GB,512GB SSD,Windows 11
629,"1,299",DELL,14-Inch,Core i5,-8265U,8GB,,Windows 10
630,"1,139",Acer,15.6-Inch,Core i3,-1115G,4GB,256GB SSD,
631,"1,197",Lenovo,,Intel Core i3,-1215U,4GB,512GB SSD,
632,"4,049",MSI,15.6-Inch,Core i7,-13620H,16GB,512GB SSD,Windows 11
633,"1,299",Lenovo,14-Inch,Core i5,-8550U,8GB,512GB SSD,Windows 10
634,"3,599",Apple,,Core i5,,8GB,,
635,"3,499",ASUS,14-Inch,Core i7,-1165G,16GB,1TB SSD,Windows 10
636,"1,940",Acer,,Core i7,-1165G,8GB,512GB SSD,
637,"1,399",Lenovo,14-Inch,Core i3,,4GB,,
638,"1,199",Lenovo,,Intel Core i3,,4GB,,
639,"2,749",HP,14-Inch,Core i7,-1165G,16GB,512GB SSD,
640,"6,199",HP,,Core i7,,32GB,,Windows 11
641,"5,199",Acer,,Intel Core i9,-12900H,8GB,,
643,"3,890",ASUS,,Intel Core i7,-1195G,16GB,512GB SSD,Windows 11
644,"4,799",Microsoft,13-Inch,Core i5,-1245U,16GB,256GB SSD,Windows 11
645,"3,499",ASUS,15.6-Inch,Core i5,-12500H,8GB,512GB SSD,Windows 11
646,"2,300",HP,,,-5700U,8GB,512GB SSD,
647,"2,525",DELL,,Intel Core i7,-1255U,8GB,512GB SSD,
648,"1,899",HP,,Intel Core i5,-1335U,8GB,512GB SSD,
649,"3,999",Lenovo,,Intel Core i7,-13650H,16GB,512GB SSD,
650,"2,138",HP,15.6-Inch,,-5825U,16GB,512GB SSD,
651,"6,599",ASUS,17.3-Inch,Core i9,-13900H,32GB,2TB SSD,
652,"1,699",Lenovo,14-Inch,Intel Core i3,,8GB,256GB SSD,Windows 10
653,"1,844",DELL,,Core i5,-1235U,8GB,512GB SSD,
654,"3,799",DELL,,Intel Core i7,-1355U,8GB,512GB SSD,
656,"2,009",ASUS,,,,8GB,1TB SSD,Windows 11
657,"1,659",ASUS,15.6-Inch,Core i5,-1335U,8GB,512GB SSD,Windows 11
658,"3,899",Acer,,Intel Core i7,-12700H,16GB,512GB SSD,
659,"4,499",HP,15.6-Inch,Core i5,-12450H,16GB,512GB SSD,Windows 11
660,"2,249",ASUS,,,-7730U,16GB,512GB SSD,Windows 11
661,"1,700",ASUS,,Intel Core i3,-1215U,4GB,256GB SSD,
662,"1,239",HP,15.6 Inch,Intel Core i3,-1315U,4GB,256GB SSD,
663,"5,999",HP,,Core i7,-1255U,16GB,,Windows 11
664,"9,999",HP,13.5-Inch,Core i7,-1255U,16GB,512GB SSD,Windows 11
665,"1,629",Lenovo,,,-1235U,8GB,,
666,"6,349",ASUS,,,,16GB,1TB SSD,Windows 11
667,"2,599",Lenovo,,Core i5,-1135G,8GB,256GB SSD,Windows 10
668,"2,999",DELL,15.6 Inch,,-1165G,8GB,,
669,"1,129",Lenovo,,Intel Core i3,-1215U,4GB,256GB SSD,
670,"1,149",Lenovo,,Core i3,-1215U,4GB,512GB SSD,
671,"2,525",DELL,,Intel Core i7,-1255U,8GB,512GB SSD,
672,"2,099",ASUS,,Core i5,,8GB,512GB SSD,
673,"2,100",HP,15.6 Inch,Intel Core i5,-1135G,8GB,256GB SSD,
674,"1,299",Lenovo,,,,,,
675,"3,975",ASUS,17.3-Inch,,,8GB,512GB SSD,
676,"4,199",ASUS,15.6-Inch,,,8GB,512GB SSD,
677,"1,375",ASUS,14-Inch,Core i3,,4GB,256GB SSD,
678,"1,150",Lenovo,15.6-Inch,,,4GB,,
679,"1,749",Lenovo,15.6-Inch,,,8GB,256GB SSD,
680,999,Acer,15.6-Inch,,,4GB,128GB SSD,
681,"1,449",Lenovo,15.6-Inch,Core i3,,4GB,,
682,"3,750",ASUS,15.6-Inch,Core i5,-11400H,8GB,512GB SSD,Windows 10
683,"5,999",Lenovo,16-Inch,Core i7,-13700H,16GB,1TB SSD,Windows 11
684,"22,999",Lenovo,,Core i9,-12900H,32GB,1TB SSD,Windows 11
685,"1,449",HP,,Core i3,,,,
686,"2,375",Lenovo,15.6-Inch,Core i7,,8GB,512GB SSD,
687,"2,611",HP,15.6-Inch,Core i7,,8GB,512GB SSD,
688,"8,399",DELL,15.6-Inch,Core i7,-12700H,16GB,512GB SSD,
689,"2,092",Lenovo,,Intel Core i7,-1255U,8GB,512GB SSD,
690,"1,669",Lenovo,,Core i5,-1235U,8GB,512GB SSD,
691,"1,699",Lenovo,15.6-Inch,,,8GB,512GB SSD,
692,"3,845",ASUS,15.6-Inch,,,16GB,512GB SSD,
693,"2,449",HP,15.6-Inch,Core i5,-1135G,8GB,256GB SSD,Windows 11
694,"5,000",ASUS,13.3-Inch,Core i7,-1165G,16GB,512GB SSD,Windows 10
695,"4,750",HUAWEI,13.9 Inch,Core i7,-10510U,16GB,,
696,"4,099",Acer,,Intel Core i7,-13620H,16GB,512GB SSD,
697,"2,449",ASUS,14-Inch,Core i7,,8GB,512GB SSD,
698,"1,310",Lenovo,14-Inch,,,4GB,128GB SSD,
699,"2,499",HUAWEI,13-Inch,Core i5,,8GB,512GB SSD,Windows 10
700,"4,499",MSI,15.6-Inch,Core i7,-11800H,8GB,512GB SSD,Windows 10
701,"3,099",Lenovo,15.6 Inch,Core i7,,,,Windows 10
702,"5,000",HP,13.3-Inch,Core i7,-1250U,8GB,1TB SSD,Windows 11
703,"2,499",Acer,15.6-Inch,Core i7,,8GB,,
704,"1,699",DELL,14-Inch,Core i3,-1005G,4GB,,
705,"5,299",Microsoft,12.3 Inch,Core i5,,8GB,256GB SSD,Windows 11
706,"2,150",HP,14-Inch,Core i5,-1135G,8GB,256GB SSD,
707,"2,099",Lenovo,14-Inch,Core i5,-1135G,8GB,256GB SSD,Windows 10
708,"3,999",Lenovo,,Intel Core i7,-13650H,16GB,512GB SSD,
709,"2,138",HP,15.6-Inch,,-5825U,16GB,512GB SSD,
710,"6,599",ASUS,17.3-Inch,Core i9,-13900H,32GB,2TB SSD,
711,"1,349",HP,14-Inch,,,,,
712,"1,999",ASUS,14-Inch,,,8GB,512GB SSD,
713,"2,499",HUAWEI,15.6 Inch,Intel Core i5,,8GB,256GB SSD,Windows 10
714,"3,449",Apple,12-Inch,Core i5,,8GB,512GB SSD,
715,"3,999",Microsoft,13-Inch,Core i7,-1185G,16GB,512GB SSD,
716,"3,099",DELL,,,-8665U,,,Windows 10
717,"12,599",Microsoft,13 Inch,,-1255U,32GB,1TB SSD,Windows 11
718,"1,950",Lenovo,15.6-Inch,Core i5,,4GB,,
719,"2,375",ASUS,15.6-Inch,Core i7,-1255U,8GB,512GB SSD,
720,"2,659",HP,,Intel Core i5,-1334U,8GB,512GB SSD,Windows 11
721,"3,899",Lenovo,15.6-Inch,Core i7,-12650H,,,Windows 10
722,"4,399",ASUS,15.6-Inch,Core i7,,16GB,512GB SSD,
723,"1,975",ASUS,16-Inch,Core i5,-1235U,8GB,1TB SSD,
724,"5,499",Lenovo,14-Inch,Core i7,,16GB,512GB SSD,
725,"5,500",Apple,15-Inch,,,512GB,512GB SSD,
726,"3,990",ASUS,,Core i7,-12700H,16GB,1TB SSD,
727,"6,300",Lenovo,,Intel Core i7,-13700H,16GB,1TB SSD,Windows 11
728,"1,129",Lenovo,,Intel Core i3,-1215U,4GB,256GB SSD,
729,"1,149",Lenovo,,Core i3,-1215U,4GB,512GB SSD,
730,"2,525",DELL,,Intel Core i7,-1255U,8GB,512GB SSD,
731,"1,050",ASUS,,,,4GB,256GB SSD,
732,"2,199",Lenovo,,,-1135G,,,Windows 10
733,"1,649",HP,15.6-Inch,Core i3,,4GB,,
735,"4,499",Lenovo,,,-7735H,16GB,512GB SSD,
736,"3,050",ASUS,15.6-Inch,Core i7,,16GB,512GB SSD,
737,"6,700",DELL,14-Inch,Core i7,-1265U,16GB,512GB SSD,
738,"3,799",Lenovo,,Intel Core i7,-10510U,,,Windows 10
739,"4,499",ASUS,15.6-Inch,Core i7,-13620H,16GB,512GB SSD,Windows 11
740,"12,100",Lenovo,14.0-Inch,,-1355U,16GB,,Windows 11
741,"2,499",ASUS,15.6-Inch,Core i5,-1235U,8GB,512GB SSD,Windows 11
742,"4,299",DELL,,Intel Core i7,,,,Windows 10
743,"2,999",ASUS,,,-10510U,,,Windows 10
744,"2,800",HP,15.6-Inch,Core i7,-1165G,8GB,512GB SSD,
745,"3,139",HP,15.6-Inch,Core i7,-1165G,16GB,512GB SSD,
746,"8,250",Lenovo,15.6-Inch,,-6800H,16GB,1TB SSD,Windows 11
747,"9,999",Lenovo,12.3-Inch,Core i7,-1160G,16GB,512GB SSD,
748,"2,092",Lenovo,,Intel Core i7,-1255U,8GB,512GB SSD,
749,"1,669",Lenovo,,Core i5,-1235U,8GB,512GB SSD,
750,"1,699",Lenovo,15.6-Inch,,,8GB,512GB SSD,
751,"2,599",DELL,14 Inch,Intel Core i3,-1125G,256GB,256GB SSD,
753,"1,399",Lenovo,15.6-Inch,Core i3,,4GB,,
754,"3,399",DELL,,,-8665U,,,Windows 10
755,"1,199",Lenovo,,,,,,Windows 10
756,"3,299",Lenovo,,Core i7,-1255U,,,Windows 11
757,"1,449",Lenovo,,Core i3,-1035G,,,
758,"1,999",Lenovo,,Intel Core i5,-1035G,,,
759,"6,900",ASUS,,Core i7,,16GB,1TB SSD,
